summary,grade,review
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"우리집에 황금이네가 가득 자리잡았어요!
배송상태도 깔끔하게 박스에 터진거 하나 없이 왔어요 ^^기분이 좋음
출퇴근시 먹으려고 김치냉장고, 냉장고에 구비해두었구 지인들 하나씩 주려고 더 구매 했어요.
호박즙 먹어보니 진짜 진하구요
ABC쥬스는 맑고 깔끔해요!!
서비스로 온 포도즙 달고 맛있어서 다음엔
사과즙이랑 복숭아즙 도전하려구요❤️👍
오래오래 자리 지켜주세요! 또 떨어지면 금방 올게요 ^^ 재구매 의사 20000퍼센트 !!
커터칼 안산게 좀 후회됨 꼭 구매하시길!
더보기"
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"네이버쇼핑라이브로 할인된 가격, 3+1 이벤트로 득템해서 너무 좋아요~ 몇년전부터 꾸준히 ABC주스 먹고 있는데 다른 브랜드보다 저렴하고 맛도 깊어서 좋습니다! 추가로 구매한 파우치 커터도 너무 편리하네요! 구매인증 이벤트 당첨돼서 받은 개구리즙도 맛이 어떨지 궁금하네요ㅎㅎㅎ 먹어보고 효과있으면 개구리즙도 주문해서 먹어야겠어요~ 감사합니다!"
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요",4,"한달사용기abc쥬스가 좋다고해서 다른 회사 제품 먹다가 다 떨어져서 다시 시킬려고 했는데 원래 시켰던 곳은 홈쇼핑이랑 방송때만 할인이 되서 여기로 시켜봤어요 

맛은 전에 먹었던데가 아주 조금 더 좋았던거 같지만 
먼저 먹었던 쥬스라 익숙해서 더 좋다고 느낀걸수도 있어서 확실히 저번것이 더 좋다고는 말할수 없는거 같아요  양은 여기다 더 많아서 가성비로 따지면 
황금이네가 좋은거 같습니다. 

확실히 매일 먹으면 화장실 잘 가고 속이 편합니다. 
저는 전에꺼랑 해서 abc쥬스는 4달 이상 먹고 있는데 몸이 가벼워지고 건강해지는 느낌을 받아서 주변에 추천해주고 있어요

야채 안 먹는 첫째 아들한테  먹게 했는데 첨에 그냥 그렇다고 하더니 다른 음료 안주니까 잘 챙겨 먹어요
형이 먹으니 7살 둘째도 먹어보더니  둘 다 매일 잘 챙겨 먹고 있어요  

아이들도 화장실 잘 가고 무엇보다 야채  안 먹는 첫째가 이거라도 먹어서 좋네요

전에 어린이 야채쥬스도 사줘 봤는데 아이들이 맛 없다고 안 먹어서 사서 버린적도 많은데 이건 가격도 더 싸고 맛도 좋네요 

첨엔 저 혼자 먹을 줄 알고 3+1으로 사서 지인하고 
반 나눴는데  아이들하고 먹으니 한달만에  60팩을 다 먹었네요 
둘째가 쥬스 떨어졌다고 다시 사야한다고 해서 들어왔다가 한 달 후기 남깁니다. ㅋㅋㅋ
더보기"
"수량: ABC주스 1박스(30포)
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",4,타사 제품 먹다가 배합비율도 기존에 마시던 ABC주스와 동일하여 구매해보게 되었습니다. 기존제품과 맛에서 큰차이 없어서 대체적으로 만족합니다. 다만 제품이 터져왔어요. 보니까 팩 중앙부분에 미세구멍이 있는데 제품 포장시 어딘가에 찍힌듯 합니다. 제품 포장시 조금더 유의부탁드립니다
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"재구매항상 저희집 야채칸을 차지하고있는 
ABC쥬스!! 벌써 n번째 구매!!
저희집 뿐만아니라 친정집,시댁에도 여러번 
사드린 제품입니당!!
다 떨어져가면 불안해서 언능 주문해야되요
항상 포장 꼼꼼히 해주시고 
맛은 당연히 맛있구요! 
저희집은 얘들로 변비탈출 한답니다 ㅎㅎ
그래서 꼭 있어야되요~
잘먹겠습니당 ㅎㅎ 다 먹어가면 또 주문할께요!
더보기"
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,권유한 언니덕에 초등생 아이랑 같이 먹었는데 맛있어서 좋았고 변도 잘봐서 너무 좋아서 저도 먹고 저에게 권유한 언니에게 선물주려 왕창 구매했어요. 담엔 지금 먹는 양배추즙도 다먹음 구매 할게요. 감사합니다.
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"얼마 전 친정에서 엄마가 abc주스의 중요성을 강조하시며 갈아주셨는데..(제가 건강주스 같은 거 잘 못 마셔서 겨우겨우 마셨음요😛) 남편 배도라지즙 주문하며 반신반의 주문했어요..
사실 출산하고 아이 볼 때마다 ’이 아이를 잘 키우려면 우리가 건강해야 한다‘ 등 건강 염려증이 생긴 터라ㅋ 한번 먹어보자‘ 마음으로, 그래도 또 못 마실까봐 맛볼겸 한 박스만 주문해봤는데 - 맛있네요😍👍🏻🎉 매일매일 아침 마시고 있어요🤗 다 마시면 또 주문하려 해요!!🙆🏻‍♀️"
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"우연히 인스타그램을 보고 구매하게 됐슴니다! 픅염소즙만 보고 왔는데 다양한 제품들이 있어서 놀랐어요! 남편이 마실 abc즙 주문 했는데 총알배송에 한 번 놀라고, 꼼꼼한 택배박스, 그리고 예쁜 포장박스와 패키지에 한 번 더 놀랐습니다! 구매를 부르는 포장이에요! 소중한 지인께 선물 드리기도 좋을 거 같아서요! 맛도 굿입니당!!!!! 번창하세오!"
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"한달사용기우선 많은곳을 비교해서 구매한곳인데 
서비스까지 아주 만족합니다 
비트 함유량도 풍부하구요
서비스로 주신 비트와 포드즙까지
만족하면서 아주 잘 먹고있습니다
이번에 많이 구매해서 좀 이후에 구매하겠지만 
재구매의사 1000%입니다 
번창하세요~~^^
더보기"
"수량: ABC주스 1박스(30포)
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",5,"ABC주스가 몸에 좋은것은 두말할 것 없구요.
배송도 빨리 오네요. 포장을 뜯고 투명컵에 따르니 비트의 찐한 색깔이 먼저 눈에 들어오네요. 한번에 쭉 들이켜보니 건강한 느낌에 맛도 좋았습니다. 이벤트로 3+1로 주문을 했는데 반은 부모님께 드리고 가족들 건강 챙겨볼려고 합니다. 꾸준하게 먹고 건강했으면 합니다."
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,한달사용기흔들어 마셨는디 뭔가 나왔어용. 업체측에서는 당질이라고 하네용 참고하세용~
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,우리신랑이랑 같이 먹으려고 구매햇어요 진하고 맛있어요
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,재구매건강챙겨보려고 구매했어요 맛도 좋고 믿고 구매합니다 이번엔 장복해보려구요
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,배송도 빠르고 좋아요
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"한달사용기명절에 구입하고 거의 다 먹어가서 또 구매하고자 
합니다 지인에게도 추천해줬는데 너무 좋다고하네요 
아침에 식사를 못하는 직장인들에게 너무 좋은 건강음료같아요"
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"맛있어요
잘먹고있습니다."
"수량: ABC주스 1박스(30포)
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",5,재구매떨어지기 전에 꾸준히 사먹고 있어요. 3+1 이벤트 덕택에 부모님도 저도 넉넉하게 챙겨먹을 수 있어 더 좋습니다! 오래오래 이벤트 해주세요~~~
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,해독좀 하려구샀는데  아주좋아요  아침에  빈속에  먹고   속이편해요
"수량: ABC주스 1박스(30포)
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",5,좋아요 잘먹겠습니다
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,먹어보고 건강한 맛이면 추가주문 생각합니다~
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",4,한달사용기너무 맛있었어요!! 다만 시어머님이 너무 맛있어서 다시 주문하셨는데 맛이 달랐다 하시더라구요ㅠ 채소에 따라 맛이 달라지는 걸까요? 그 부분은 아쉬웠습니다ㅠ
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"BEST재구매아니…..
ABC주스가 이렇게 맛있어도 되나요..?
처음엔 어떤맛일지 몰라 1박스(30포)만 샀었는데, 이번에 3+1로 주문 해버렸어요..!!
여태껏 먹어본 ABC주스 중에 제일 맛있더라구요 자극적이지도 않고, 빈속에 먹어도 전혀 속 아프지 않고 자극적인 음식 먹고 나서 먹어도 뭔가 속이 개운하게 내려가는 느낌이랄까요..
자극적이지 않고 건강하지만 어느정도 맛도 챙겨가고 싶다는 분들은 황금이네로 믿고 가셔도 될듯요..
석류즙도 궁급해서 구매했는데 십만원 넘어가니
블루베리즙도 한박스 주셨어요 
최고입니다 잘 마시고 더 건강해질께요!🤍
더보기"
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,한달사용기매일아침마다 먹는데 맛도 좋고 양도 많아서 좋습니다ㅎㅎㅎ
"수량: ABC주스 1박스(30포)
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",4,"한달사용기ABC 쥬스가 몸에 좋다고 해서 꾸준히 복용하고 있습니다 
한번 먹기에 양도 적당하고 달지 않고 좋네요..
계속 복용 해보려구요"
"수량: ABC주스 1박스(30포)
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",3,4박스중 1박스가 터졌네요ᆢ박스가 옆에 흔근히 다 젖어  한봉지 한봉지 닦아가며 그리 정리했네요
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,한달사용기저렴한 가격에 배송빠르고 좋아요
"수량: ABC주스 1박스(30포)
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",5,재구매꾸준히 이용하고 있어요~~~
"수량: ABC주스 1박스(30포)
맛 만족도평범해요유통기한아주 넉넉해요포장적당해요",4,"처음 먹어보는데 단맛은 없지만 먹을만합니다~!!
씹히는것도 없어서 목넘김이 수월해서 좋아요~!!"
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,잘받았습니다 감사합니다
"수량: ABC주스 1박스(30포)
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",4,맛이 확달고 그렇진 않고 딱 생각했던 맛입니다
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,재구매떨어지면 항상 재구매 합니다 1년 365일 냉장고에 두고 아침마다 공복에 먹고 있어요
"수량: ABC주스 1박스(30포)
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",4,가격대비 만족합니다
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,재구매지인부탁으로 또주문했어요 아침에 먹기좋아요
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"한달사용기맛  좋아요
건강한  맛이고  색도 비트색이  선명해요"
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,한달사용기거의다먹어가는데 다음에 또 시킬게용
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,매년 명절마다 사서 가족 친척 지인분들께 명절 선물로 드리고 있는데 만족도 높아요!! 유통기한도 1년 정도고 포장도 꼼꼼하게 와서 터진 적 한번도 없고 서비스도 챙겨주심 ㅠㅠ
"수량: [설날특가] ABC주스 4박스(120포)
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",5,평소에 야채를 잘 안챙겨먹게 되서 아이랑 같이 먹으려고 구매했어요. 비트맛이 강하긴 하지만 먹다보면 적응됩니다. 아이도 처음엔 별로라더니 먹다보니 잘 넘어간다고 하네요
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"한달사용기건강즙의 자부심 황금이네 ABC주스 ❤️ 
맛있게 잘 마시고 있습니다"
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"재구매아침마다 늘 챙겨먹는 건강루틴 중 하나예요
덕분에 화장실 너무 잘가고있습니다 더 번창하세요~"
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,한달사용기아침마다 1포씩 챙겨먹습니다 만족해요
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,우리가족 건강위해 몸에좋은 주스 열심히 먹고있어여
"수량: ABC주스 1박스(30포)
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",5,마트에서 파는거랑 다르게 건강한맛이 나요 괜찮은거 같습니다!
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,한달사용기재구매abc 주스중에서는 제일 나아요
"수량: ABC주스 1박스(30포)
맛 만족도맛 없어요유통기한꽤 남았어요포장적당해요",2,타사 상품에 비해 밍밍하고 물탄맛같아요 진하지않아 아쉽네요
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,좋은제품 잘 받았습니다.
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,한달사용기황금이네꺼 먹다가는 다른거 못먹겠어요. 맛이 아주 좋습니다. 연말행사기간에 사서 득템 지대루했네요. 친구한테도 추천해서 친구도 같이샀어요. 아무튼 황금이네 짱입니다.👍
"수량: [설날특가] ABC주스 4박스(120포)
맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요",4,토마토즙 먹다가 이번에는 abc로 시켰는데 너무 물같긴한데 이게 맞는거겠죵??믿고 꾸준히 먹어볼께요^^
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,한달사용기재구매했습니다!! 남편 아침에 마시고출근하는데 맛있다고 그래서 또 구매했어요!!
"수량: ABC주스 1박스(30포)
맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요",5,한달사용기건강 챙기려고 아침마다 먹고 있어요 꾸준히 먹으면 좋겠죠 편하게 먹기 좋아요 ㅎ
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,아침마다 챙겨먹는데 맛도 좋고 건강도 챙길 수 있어서 좋아요!!
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"한달사용기맛있고 건강해지는 느낌있어요ㅎㅎ
재구매 의향 있어요"
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요",5,"카톡으로 선물로 받을까 하다가 구매
했어요! 국내산 재료라서 더 좋을것 같아서ㅎㅎ!
바로 먹어보니까 건강한 맛이라서~!
건강 잘 챙길수 있을것 같아요!>.<"
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,한달사용기맛있고 건강 챙기는데 최고 일거 같아요
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,만족합니다. 많이파세요.
"수량: ABC주스 1박스(30포)
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",5,터진거 없이 잘도착했어요 빠른배송감사합니다
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,"건강만을 생각하다보니 맛이 없으면 어떻게하나 싶어서 고민을 했었는데 괜한 고민이였네요 !!
역시 믿고 먹는 황금이네 쥬스!! 너무 맛있어서 매일매일 먹고있습니다 ㅎㅎㅎ"
"수량: [설날특가] ABC주스 4박스(120포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,변이 잘 나와요. 맛도 좋아요. 배송도 빨라요.
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,황금이네는 항상 좋은상품 감사해요
"수량: [설날특가] ABC주스 4박스(120포)
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",5,재구매맛도 있고 몸이 가벼워진 느낌
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,다른 첨가물이 안들었다해서  믿고 구매합니다
"수량: ABC주스 1박스(30포)
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",5,한달사용기잘받았어요 많이파세요
"수량: ABC주스 1박스(30포)
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",5,항상 매번 사먹어요!! 이번에는 당근맛이 더 많이 나네요!!
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,한달사용기아들이 편안함을  느낀다 하네요
"수량: ABC주스 1박스(30포)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",5,아침마다 갈아서 만들기 귀찬았는데 편하고 맛도 먹을만해요 건강해지겠죠
